ID do Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,Tempo de Assinatura(M),Serviço Telefônico,Múltiplas Linhas,Serviço de Internet,Segurança Online,Backup Online,Proteção de Dispositivo,Suporte Técnico,Streaming de TV,Streaming de Filmes,Contrato,Fatura Online,Método de Pagamento,Cobrança Mensal,Cobrança Total
8857-CUPFQ,Não,Homem,Não,Sim,Não,63,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.25,1237.65
8859-AXJZP,Não,Homem,Não,Sim,Sim,39,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cheque impresso,23.8,903.8
8859-DZTGQ,Não,Homem,Não,Não,Não,33,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,20.35,689.75
8859-YSTWS,Não,Homem,Não,Não,Não,48,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),19.95,1004.5
8861-HGGKB,Sim,Mulher,Não,Não,Não,10,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,86.45,830.85
8865-TNMNX,Não,Homem,Não,Sim,Sim,10,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,Não,Cheque impresso,49.55,475.7
8868-GAGIO,Não,Homem,Não,Sim,Não,45,Sim,Sim,Fiber optic,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque impresso,84.55,3713.95
8868-WOZGU,Sim,Homem,Não,Não,Não,28,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,105.7,2979.5
8869-LIHMK,Não,Mulher,Não,Não,Não,64,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),115.1,7334.05
8869-TORSS,Sim,Mulher,Não,Não,Não,48,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),60.35,2896.4
8871-JLMHM,Não,Mulher,Não,Sim,Não,68,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Não,Não,Bienal,Não,Cartão de crédito (automático),90.2,6297.65
8873-GLDMH,Não,Mulher,Não,Não,Não,6,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,73.85,401.3
8873-TMKGR,Não,Homem,Não,Não,Não,29,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,19.1,529.5
8874-EJNSR,Não,Homem,Não,Sim,Sim,39,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,25.2,987.95
8875-AKBYH,Não,Homem,Sim,Não,Não,20,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.35,1745.2
8878-HMWBV,Sim,Homem,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.15,169.05
8878-RYUKI,Não,Mulher,Não,Não,Não,52,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,59.45,3043.7
8879-XUAHX,Não,Homem,Não,Sim,Não,71,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,116.25,8564.75
8879-ZKJOF,Não,Mulher,Não,Não,Não,41,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),79.85,3320.75
8882-TLVRW,Não,Homem,Não,Sim,Sim,69,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Não,Cheque impresso,39.1,2779.5
8883-ANODQ,Não,Mulher,Não,Sim,Sim,68,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),84.4,5746.75
8883-GRDWQ,Não,Homem,Sim,Não,Não,20,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Não,Cheque impresso,54.0,1055.9
8884-ADFVN,Sim,Homem,Sim,Sim,Não,7,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.95,700.85
8884-FEEWR,Não,Homem,Não,Não,Não,35,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),20.6,754.0
8884-MRNSU,Não,Homem,Não,Sim,Sim,17,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),19.9,329.75
8885-QSQBX,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automática),49.55,49.55
8887-IPQNC,Não,Mulher,Não,Sim,Não,7,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,44.25,313.45
8894-JVDCV,Não,Mulher,Não,Não,Não,62,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito (automático),115.05,7133.45
8896-BQTTI,Não,Homem,Não,Não,Não,1,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,25.0,25.0
8896-RAZCR,Não,Mulher,Não,Não,Sim,44,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.9,868.1
8898-KASCD,Não,Homem,Não,Não,Não,39,Não,Sem seviço de Telefone,DSL,Não,Não,Sim,Sim,Não,Não,Anual,Não,Cheque impresso,35.55,1309.15
8901-HJXTF,Sim,Mulher,Não,Sim,Sim,12,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque impresso,29.2,309.1
8901-UPRHR,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),109.2,7711.45
8902-ZEOVF,Não,Homem,Não,Sim,Sim,47,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,20.05,951.55
8903-WMRNW,Não,Mulher,Não,Sim,Não,15,Sim,Não,Fiber optic,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.75,1669.4
8903-XEBGX,Não,Homem,Não,Não,Sim,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,55.3,108.65
8904-OPDCK,Não,Homem,Sim,Sim,Não,54,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),24.95,1364.75
8905-IAZPF,Não,Mulher,Não,Sim,Não,69,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),95.65,6744.2
8908-NMQTX,Não,Homem,Não,Não,Não,72,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),65.6,4566.5
8908-SLFCJ,Não,Mulher,Não,Não,Não,21,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cartão de crédito (automático),20.85,435.25
8909-BOLNL,Não,Homem,Não,Não,Não,3,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,21.2,52.05
8910-ICHIU,Não,Mulher,Não,Não,Não,46,Sim,Não,Fiber optic,Sim,Sim,Sim,Não,Sim,Não,Anual,Sim,Cartão de crédito (automático),95.65,4664.2
8910-LEDAG,Não,Homem,Sim,Sim,Não,34,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),71.55,2427.35
8914-RBTSB,Sim,Homem,Não,Sim,Não,31,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Não,Mensal,Não,Cheque eletrônico,93.8,3019.5
8915-NNTRC,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),107.7,7919.8
8917-FAEMR,Não,Mulher,Não,Não,Não,37,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.85,784.25
8917-SZTTJ,Não,Homem,Não,Sim,Sim,60,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),19.65,1161.75
8919-FYFQZ,Sim,Homem,Sim,Sim,Não,44,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,30.35,1359.7
8920-NAVAY,Não,Homem,Sim,Não,Não,62,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),110.75,7053.35
8922-LIEGH,Sim,Mulher,Sim,Não,Não,25,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,89.7,2187.55
8922-NPKBJ,Não,Homem,Não,Sim,Sim,42,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.35,867.3
8929-KSWIH,Não,Homem,Não,Não,Não,25,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),99.3,2513.5
8930-XOTDP,Não,Mulher,Não,Sim,Sim,18,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque impresso,55.95,1082.8
8931-GJJIQ,Sim,Mulher,Não,Não,Não,9,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,83.3,803.3
8932-CZHRQ,Não,Homem,Não,Não,Não,68,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Anual,Não,Cartão de crédito (automático),76.75,5233.25
8937-RDTHP,Sim,Homem,Não,Não,Não,1,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque impresso,84.6,84.6
8938-UMKPI,Sim,Mulher,Não,Não,Não,47,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.4,5127.95
8942-DBMHZ,Não,Homem,Não,Não,Não,12,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.45,255.35
8943-URTMR,Sim,Mulher,Não,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque impresso,79.65,152.7
8944-AILEF,Não,Homem,Não,Sim,Não,15,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cartão de crédito (automático),19.45,340.85
8945-GRKHX,Sim,Mulher,Não,Não,Sim,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,78.65,78.65
8945-MUQUF,Sim,Homem,Não,Não,Não,51,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Sim,Não,Anual,Sim,Cheque eletrônico,94.8,4837.6
8946-BFWSG,Não,Homem,Não,Sim,Sim,63,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,25.25,1573.05
8947-YRTDV,Não,Homem,Não,Sim,Sim,32,Sim,Não,Fiber optic,Sim,Sim,Sim,Não,Não,Sim,Anual,Não,Cheque impresso,94.8,3131.55
8949-JTMAY,Sim,Mulher,Não,Não,Não,29,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),98.6,2933.2
8950-MTZNV,Não,Homem,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,44.95,44.95
8952-WCVCD,Não,Mulher,Não,Sim,Não,41,Sim,Não,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),104.45,4162.05
8957-THMOA,Não,Mulher,Não,Não,Sim,50,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),20.15,970.85
8958-JPTRR,Não,Mulher,Não,Sim,Não,56,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque eletrônico,24.3,1261.7
8961-QDZZJ,Não,Mulher,Não,Sim,Sim,57,Sim,Não,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,95.0,5535.8
8963-JLGJT,Não,Homem,Não,Não,Sim,3,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,Cheque impresso,55.9,157.55
8963-MQVYN,Não,Mulher,Não,Não,Sim,22,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque eletrônico,20.55,469.85
8966-KZXXA,Não,Homem,Não,Sim,Sim,36,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),25.1,930.95
8966-OIQHG,Não,Mulher,Não,Sim,Sim,22,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Transferência bancária (automática),20.75,452.35
8966-SNIZF,Não,Mulher,Não,Sim,Não,70,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),19.45,1303.5
8967-SZQAS,Não,Mulher,Não,Não,Não,14,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.45,765.45
8969-PRHFK,Não,Homem,Não,Não,Não,18,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cheque impresso,19.65,411.25
8970-ANWXO,Não,Mulher,Não,Não,Não,23,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Cheque impresso,73.75,1756.6
8972-HJWNV,Sim,Mulher,Sim,Sim,Não,7,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.55,646.85
8974-OVACP,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.15,20.15
8975-SKGRX,Não,Homem,Não,Sim,Não,71,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),116.1,8310.55
8976-OQHGT,Sim,Mulher,Não,Sim,Sim,4,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque impresso,56.5,235.1
8979-CAMGB,Não,Homem,Sim,Não,Não,64,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Anual,Não,Cheque eletrônico,102.1,6688.1
8980-WQFWL,Não,Mulher,Não,Não,Não,35,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,62.1,2096.1
8981-FJGLA,Não,Homem,Não,Não,Sim,11,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque impresso,78.0,851.8
8982-NHAVY,Não,Homem,Não,Não,Não,27,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),100.5,2673.45
8984-EYLLL,Não,Homem,Não,Sim,Não,64,Sim,Sim,Fiber optic,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,105.25,6823.4
8984-HPEMB,Não,Mulher,Não,Não,Não,71,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,118.65,8477.6
8985-OOPOS,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Não,Cartão de crédito (automático),74.1,74.1
8988-ECPJR,Sim,Mulher,Sim,Sim,Sim,34,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,79.6,2718.3
8990-YOZLV,Não,Mulher,Não,Não,Não,69,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Cheque impresso,66.9,4577.9
8990-ZXLSU,Não,Mulher,Não,Não,Não,9,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.05,651.5
8992-CEUEN,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque eletrônico,18.85,18.85
8992-JQYUN,Sim,Homem,Não,Sim,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,50.35,50.35
8992-OBVDG,Não,Homem,Não,Não,Não,21,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque impresso,61.65,1393.6
8992-VONJD,Não,Mulher,Não,Não,Sim,13,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,56.0,764.55
8993-IZEUX,Não,Homem,Não,Não,Não,7,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automática),69.15,488.65
8993-PHFWD,Sim,Mulher,Não,Não,Não,3,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,25.25,58.9
8996-ZROXE,Não,Homem,Sim,Não,Não,57,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Anual,Sim,Cheque eletrônico,53.5,3035.8
8999-BOHSE,Sim,Mulher,Sim,Não,Não,11,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Transferência bancária (automática),89.7,1047.7
8999-EXMNO,Não,Mulher,Não,Sim,Sim,19,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,20.15,387.7
8999-XXGNS,Não,Mulher,Sim,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),105.75,7629.85
8999-YPYBV,Não,Homem,Não,Sim,Sim,45,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque impresso,84.35,3858.05
9000-PLFUZ,Não,Mulher,Sim,Sim,Não,60,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),49.45,2907.55
9003-CPATH,Não,Homem,Não,Não,Não,42,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,79.9,3313.4
9013-AQORL,Não,Mulher,Não,Não,Sim,48,Não,Sem seviço de Telefone,DSL,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito (automático),45.55,2108.35
9018-PCIOK,Não,Mulher,Não,Não,Não,55,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Bienal,Sim,Cheque impresso,64.75,3617.1
9019-QVLZD,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,79.55,79.55
9025-AOMKI,Sim,Mulher,Não,Não,Não,6,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),93.55,536.4
9025-ZRPVR,Sim,Homem,Não,Não,Não,9,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,18.95,185.6
9026-LHEVG,Não,Mulher,Não,Não,Não,9,Não,Sem seviço de Telefone,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,40.75,359.4
9026-RNUJS,Sim,Homem,Sim,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.35,237.25
9027-TMATR,Não,Mulher,Não,Sim,Não,43,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,78.8,3460.3
9027-YFHQJ,Não,Homem,Não,Não,Não,7,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Transferência bancária (automática),25.05,152.95
9028-LIHRP,Não,Homem,Não,Sim,Sim,71,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cartão de crédito (automático),100.2,7209.0
9029-FEGVJ,Não,Mulher,Sim,Sim,Não,32,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque impresso,79.3,2570.0
9030-QGZNL,Não,Mulher,Não,Não,Não,8,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,20.85,161.65
9031-ZVQPT,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,108.2,7840.6
9033-EOXWV,Sim,Mulher,Não,Não,Não,12,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Não,Cheque impresso,74.05,872.65
9036-CSKBW,Não,Mulher,Não,Não,Não,51,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Transferência bancária (automática),107.45,5680.9
9039-RBEEE,Sim,Homem,Não,Não,Não,39,Não,Sem seviço de Telefone,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cartão de crédito (automático),48.95,1880.85
9039-ZVJDC,Não,Homem,Não,Não,Não,3,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,19.1,53.05
9040-KZVWO,Não,Homem,Não,Não,Não,26,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Anual,Não,Transferência bancária (automática),75.5,2018.1
9046-DQMTP,Não,Homem,Não,Não,Não,35,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Transferência bancária (automática),20.75,739.9
9046-JBFWA,Não,Homem,Não,Não,Sim,27,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,19.15,537.35
9048-JVYVF,Sim,Homem,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,69.35,191.35
9050-IKDZA,Não,Mulher,Sim,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque impresso,81.5,162.55
9050-QLROH,Sim,Homem,Não,Não,Não,18,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),90.7,1597.25
9052-DHNKM,Não,Homem,Não,Não,Não,26,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,Cheque eletrônico,61.55,1581.95
9052-VKDUW,Não,Mulher,Sim,Sim,Não,65,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),109.4,7227.45
9053-EJUNL,Não,Homem,Não,Não,Não,41,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,89.2,3645.75
9053-JZFKV,Sim,Homem,Não,Não,Não,67,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),116.2,7752.3
9054-FOWNV,Não,Homem,Não,Sim,Sim,22,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,88.75,1885.15
9055-MOJJJ,Não,Mulher,Não,Sim,Sim,64,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,Não,Cheque impresso,65.8,4068.0
9057-MSWCO,Sim,Homem,Sim,Sim,Não,27,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),30.75,805.1
9057-SIHCH,Sim,Mulher,Não,Não,Não,3,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.6,291.9
9058-CBREO,Sim,Mulher,Sim,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque impresso,50.55,50.55
